Nome da Música,Nome do Artista,Ano de Lançamento,Gênero Musical,Letra da Música,Playlist
Samba de Malandro,MC Paulin da Capital,2024,Funk,"[MC Paulin da Capital]
DJ WN
E aí, DJ GM?
Aqui é o mandrake na voz

Areia
Areia do mar
Areia
Areia do mar

E elas com pé na areia no banho de Sol
E eu tomando cerveja, vôlei, futebol
Porção de camarão, iguarias
E o toque de limão, caipirinha
Eu vou pegar meu jet
E vou buscar um beck
E dá uns dois na ilha
Nós tá tirando onda memo sem ter prancha
E se eu cansar do jet, eu vou sacar da lancha
Todo fim de semana é festa na marina
Ritmo brasileiro

Festa em alto-mar
Um brinde pros verdadeiro
Que nunca falte dinheiro
Se faltar, nós vai buscar
Deixa eles falar
Vou dar tchau pros fofoqueiro
Hoje nós é o marinheiro
Bota a carne pra assar

Festa em alto-mar
Um brinde pros verdadeiro
Que nunca falte dinheiro
Se faltar, nós vai buscar
Deixa eles falar
Vou dar tchau pros fofoqueiro
Hoje nós é o marinheiro
Bota a carne pra assar

[MC Ryan SP]
Em plena sexta-feira
Paulin me ligou, nós vai sair na pagodeira
Vou tranquilo e calmo sem ter hora pra voltar
Dar duas pisada no pedal da Panamera
Eu fui convocado e os bigode vai tá lá
Me vê uma dose de Royal Salute
Pra combinar com a lente da Juju
Dourada, e uns cordão no pescoço
Me deixa mais ricozo
Bigode grosso e favelado
Chutando areia, eu vou descalço
Olha a sereia e o bronzeado
É, essa escolhi a dedo

Morena verdadeira do cabelo cacheado
Tem cinco tatuagens, mestiça dos olhos claros
E, se tiver solteira, eu chamo ela pra sair
Monta na garupa, a garupa do jet ski

Festa em alto-mar
Um brinde pros verdadeiro
Que nunca falte dinheiro
Muita paz de Iemanjá
Deixa eles falar
Vou dar tchau pros fofoqueiro
Hoje nós é o marinheiro
Bota a carne pra assar

[MC Piedro]
Quarenta grau, só mulherão
Areia mai quente que o calçadão
Queijinho na brasa, caipora, limão
Mil motivos pra sorrir
E nada pra chorar
As lágrima salgada que caiu no mar
E as ondas foi levando tudo que passou
Olha a maré alta, do tamanho da morena
Corpo brasileiro, rebolado sensual
Nunca imaginei
Fora do normal

Mina linda, mas que obra-prima
Pique Monalisa, oh
Maravilha, dona da marquinha
Bem naturalzinha
Ah, ah

Festa em alto-mar
Um brinde pros verdadeiro
Que nunca falte dinheiro
Se faltar, nós vai buscar
Deixa eles falar
Vou dar tchau pros fofoqueiro
Hoje nós é o marinheiro
Bota a carne pra assar

[MC Daniel]
Vamo de pagodin
Tapa no pandeiro e um gole no gin
Chega cair lágrima do cavaquin
Tá chorando
É o WN, samba de malandro
Sobe poeira do pé
Da mulata da sandália de prata
A sereia sambando pros pirata
E a pisada da nega é diferente
Que o coração dos maloca dispara

Para tudo
Deixa só na percussão do surdo, aff
Desce mais Brahma pra refrescar
Chegou sexta-feira
Pendura a chuteira
Fejuca na mesa
E no repertório é Arte Popular

Festa em alto-mar
Um brinde pros verdadeiro
Que nunca falta dinheiro
Se faltar, nós vai buscar
Deixa eles falar
Vou dar tchau pros fofoqueiro
Hoje nós é o marinheiro
Bota as carne pra assar

(Vamo de pagodin)

[MC Paulin da Capital]
DJ WN
E aí, DJ GM?
Aqui é o mandrake na voz",Funk Hits
QUERO VER SE VOCÊ TEM ATITUDE,Dj Luan Gomes,2024,Funk,"E se eu fugir e sair por ai na noitada
Me acabando de rir (tu vai tomar sim)
E se eu disser que não digo, e não ligo, e que fico
Que só vou aprontar (esse é o Luan Gomes)

É que eu sambo direitinho, assim bem miudinho
Cê não sabe acompanhar
Quero ver se você tem atitude
Se vai me encarar

Se eu sumir dos lugares, dos bares, esquinas
E ninguém me encontrar (pode vir, pode vir, pode vir)
E se me virem sambando até de madrugada
E você for até lá (tu vai tomar sim)

É que eu sambo direitinho assim bem miudinho
Cê não sabe acompanhar
Quero ver se você tem atitude
Se vai me encarar (quica de novo)
E ninguém me encontrar

Se me virem sambando até de madrugada
E você for até lá (esse moleque é foda)
Se eu sumir dos lugares, dos bares, esquinas
E ninguém me encontrar
E se me virem sambando até de madrugada
E você for até lá

É que eu sambo direitinho assim bem miudinho
Cê não sabe acompanhar
Quero ver se você tem atitude
Se vai me encarar (esse é o Luan Gomes)
É ele mesmo
Esse moleque é foda
Tu vai tomar sim
Esse moleque é foda pendurar",Funk Hits
É Que Eu Te Sarrei,DJ THG,2024,Funk,"É que hoje tem baile
Certeza, vou tá lá
Todos caminhos te leva
Lá pra RDA

Posta foto com as amiga
Que vai tá lá pra nos trombar
Que eu sei
Um convite desses certeza não vou recusar

É que eu te sarrei
Lança pro ar
Que eu te catuquei
Foi sem parar
Tu tem o dom kikada, kikada, kikada (toma, toma, toma)
Da kikada, kikada, kikada (toma, toma, toma)

É que eu te sarrei
Lança pro ar
Que eu te catuquei
Foi sem parar
Tu tem o dom kikada, kikada, kikada
Tão bota a kikada, kikada, kikada

Hey, hey DJ THG
Hey DJ THG (não tem jeito)
(Mais uma né) nóis kika hein
Brotei, brotei, ó ó ó

É que hoje tem baile
Certeza, vou tá lá
Todos caminhos te leva
Lá pra RDA

Posta foto com as amiga
Que vai tá lá pra nos trombar
Que eu sei
Um convite desses certeza não vou recusar

É que eu te sarrei
Lança pro ar
Que eu te catuquei
Foi sem parar
Tu tem o dom kikada, kikada, kikada (toma, toma, toma)
Da kikada, kikada, kikada (toma, toma, toma)

É que eu te sarrei
Lança pro ar
Que eu te catuquei
Foi sem parar
Tu tem o dom kikada, kikada, kikada
Tão bota a kikada, kikada, kikada

Hey, hey DJ THG
Hey DJ THG (não tem jeito)
(Mais uma né) nóis kika hein
Brotei, brotei, ó ó ó",Funk Hits
Eu So Comi Ela uma Vez,Dj VN Maestro,2023,Funk,"Eu comi ela uma vez
Só uma vez, ela se apaixonou por
Mim. Em cima da cama
E seção de cacete na xereca
O palmo geme então geme baixin

Eu comi ela uma vez
Só uma vez, ela se apaixonou por mim
Em cima da cama é seção de cacete
Na xereca o palmo geme então geme baixinho

Eu comi ela uma vez só uma vez
Ela se apaixonou por mim
Em cima da cama é seção de cacete
Na xereca o palmo geme então
Geme baixinho

Eu comi ela uma vez
Só uma vez ela se apaixonou
Por mim em cima da cama
É seção de cacete na xereca o palmo
Geme então geme baixin",Funk Hits
Aquariano Nato,MC Saci,2023,Funk,"Solta o solinho do pitbull, do pitbull (visão)
(Vai, pitbull enraivado) a pedido, a pedido da erva
(Vai, pitbull enraivado) bagulho é Funktroit, cria
(Vai, pitbull enraivado)

Nós é o terror do Kama Sutra
Aquariano nato quebra a cama dessas puta
Comi sua amiga, me desculpa
BH é pequeno, minhas mulher até anda junta

Eu me fiz de lerdo por um tempo
Eu vou te assumir no meu momento (vai, pitbull enraivado)
Nós, nós é os cara que joga dentro
A culpa é do meu pau, eu só lamento

Ela quis guerra com a piroca, apelidou meu pau de Rambo
Nela eu faço gol de falta igual Juninho Pernambucano
Te deixar de perna bamba é a coisa que eu mais amo
Suas amiga eu também quero, isso é normal de libriano

A culpa é do meu pau, eu só lamento
A culpa é do meu pau, eu só lamento (vai, pitbull enraivado)
A culpa é do meu pau, eu só lamento
Ele que não quer relacionamento
A culpa é do meu pau, eu só lamento
Ele que não quer relacionamento (vai, pitbull enraivado)

Eu me fiz de lerdo por um tempo
Eu vou te assumir no meu momento (vai, pitbull enraivado)
Nós, nós é os cara que joga dentro
A culpa é do meu pau, eu só lamento

Solta o solinho do pitbull, do pitbull
(Vai, pitbull enraivado)
Foco das piranha, queridinho das safada
Ele memo (ê, Sammer, puxa a tropa, DJ Sammer)",Funk Hits
Sorriso no Rosto,Mc IG,2024,Funk,"MC IG
4M Gang in House
Guilherme Sergio na track
Ops, Igor Guilherme
Vem

4M imbicou, desenvolto, sorriso no rosto
Fresh frozen no bolso
É o ice com preço do ouro
Elas vê que eu tô solto
Mas ando ligeiro, já não pago pua
Só mando um dinheiro, uma lipo e um voucher
Pra essa gata rabuda

Você quer um quebrado ou um cara ocupado?
Chama o Igor Guilherme de seu namorado
Gatinha bronzeada da cor do pecado
Resort em Fortaleza, vários baseado
Acordei charrado comprei 3 apê na planta
Tá mó paz na quebra que nós tá na liderança
Pega vibe que dente do carro tá nosso Rolex
Mama barbie enriquecendo ando sem stress
Domingão no Luciano Hulk
Será que a coroa se orgulhou de mim?
O maior inimigo do fim
Rock in Rio, depois Vitrinni
Meu filho boyzin de streaming
E eu nesse ritminho

DJ Glenner
É o Murillo LT
Vem, vem

4M imbicou, desenvolto, sorriso no rosto
Fresh frozen no bolso
É o ice com preço do ouro
Elas vê que eu tô solto
Mas ando ligeiro, já não pago puta
Só mando um dinheiro, uma lipo e um voucher
Pra essa gata rabuda

4M imbicou, desenvolto, sorriso no rosto
Fresh frozen no bolso
É o ice com preço do ouro
Elas vê que eu tô solto
Mas ando ligeiro, já não pago puta
Só mando um dinheiro, uma lipo e um voucher
Pra essa gata rabuda

Igor Guilherme na track
Guilherme Sérgio na track
Igor Guilherme na track
4M Gang in House
4M Gang in House
4M Gang na track
Vem

DJ Glenner
É o Murillo LT
DJ Glenner
DJ Glenner
É o Murillo LT",Funk Hits
Rolé na Favela de Nave,Oruam,2024,Funk,"No com-plexo

Rolé na favela de nave
O som no último volume
Vou brotar no baile mas tarde
Vou usar um lança perfume
Botar a Glock pra dar um rolé
Pras piranha vê um volume
É que na selva no urso, sabe que nós
É o assunto

É, é putaria no complexo
Rolé na favela de nave
O som no último volume
Vou brotar no baile mas tarde
Vou usar um lança perfume
Botar a Glock pra dar um rolé
Pras piranha vê um volume
É que na selva no urso, sabe que nós
É o assunto

Os amigo aqui da penha
É o ph, é o ph
Os amigo aqui da penha
É a família ph
Os amigo aqui da penha
Va- va- vai mandar pra elas
Va- va- vai mandar pra elas

É é putaria no complexo
No- com- no- complexo
Ela desce até o chão
Desce até o chão

Tirei tua calcinha, tirei teu sutiã
Explanou no Instagram que tu é minha fã
Que tu é minha fã
Tirei tua calcinha, tirei teu sutiã
Explanou no Instagram que tu é minha fã
Que tu é minha fã

Tu pode ficar tranquila que eu vou deixar no sigilo yeah
Fingi que nós é amigo yeah
Bateu saudades vem dormir comigo uh
Hoje eu vou ser seu, duble de marido yeah

Se precisar te levo até mimos
E depois tu vem curtir naquele tbt
E essa noite tu nunca vai esquecer
E essa noite tu nunca vai esquecer

Rolé na favela de nave
O som no último volume
Vou brotar no baile mas tarde
Vou usar um lança perfume
Botar a Glock pra dar um rolé
Pras piranha vê um volume
É que na selva, no urso, sabe que nós
É o assunto

É- é putaria no complexo
Rolé na favela de nave
O som no último volume
Vou brotar no baile mas tarde
Vou usar um lança perfume
Botar a Glock pra dar um rolé
Pras piranha vê um volume
É que na selva no urso, sabe que nós
É o assunto

Os amigo aqui da penha
É o ph, é o ph
Os amigo aqui da penha
É a família ph
Os amigo aqui da penha
Va- va- vai mandar pra elas
Va- va- vai mandar pra elas

É é putaria no complexo
No- com- no- complexo
Ela desce até o chão
Desce até o chão

Tirei tua calcinha, tirei teu sutiã
Explanou no Instagram que tu é minha fã
Que tu é minha fã
Tirei tua calcinha, tirei teu sutiã
Explanou no Instagram que tu é minha fã
Que tu é minha fã

Tu pode ficar tranquila que eu vou deixar no sigilo yeah
Fingi que nós é amigo yeah
Bateu saudades vem dormir comigo uh
Hoje eu vou ser seu duble de marido yeah

Se precisar te levo até mimos
E depois tu vem curtir naquele tbt
E essa noite tu nunca vai esquecer
E essa noite tu nunca vai esquecer

Rolé na favela de nave
O som no último volume
Vou brotar no baile mas tarde
Vou usar um lança perfume
Botar a Glock pra dar um rolé
Pras piranha vê um volume
É que na selva no urso, sabe que nós
É o assunto",Funk Hits
Mó Fita,Dj Victor,2024,Funk,"Mó fita, mó fita, mó fita, mó fita
DJ Victor

Habilidosa, quando ela me liga assim
Com aquela lingerie instigante cor-de-rosa
Manda aquele seu passinho ouvindo DJ Victor
Esse beat tá foda
Brisa no meu jeito chucro
Ela falou pro Tuto que quer dar uma volta
Pique Tio Patinhas Júnior
Dominando tudo e empilhando as notas

Manda, marcha na diaba, manda ela descer garrafa
E fala que tem revoada, que é pra elas colar
Que o sal que nós tacava no olho gordo de invejoso
Agora tá salgando a carne que—
Manda, manda descer garrafa e manda bico
Tacar marcha pro bagulho ficar louco e pra não azedar
E eu vou mandar que é pra mandar, mandar do jeito certo
Pra quem não acompanhar com nós não vai ficar

Mó fita, mina, brisa na minha
Brisa na picadilha
Diz pra mim que sou zika, zika
Mó fita, em todo lugar que eu ia
Foi me procurar, me queria
Foi pontual no que eu sabia, ah

Mó fita, mina, brisa na minha
Brisa na picadilha
Diz pra mim que sou zika, ah
Mó fita, em todo lugar que eu ia
Foi me procurar, me queria
Foi pontual no que eu sabia

Mó fita
Pega a senha, vê se não copia
Porque os menor sabe fazer malote
Compra casa lá em Maresias
Tá colecionando hectares nobres
Estica essa nave na pista
Porque o Kadu hoje não tá mais pobre
Tá rimando no beat do Victor
Juntamente com o Tuto que não canta pop

Na melodia, nós vai dechavar
Pega pesado, é a leste na cena
BM azul, eu vou acelerar
Indo buscar a louca de Moema
Então deixa vir que nós vai embaçar
É a evolução dos garotos problema
Vinte, vinte e quatro, cheguei pra ficar
E pela madrugada vivendo a cena

E ela vai ligar querendo se envolver de novo
Na fila vai esperar que tem outra pra me ver hoje
Desliga o celular, modo off no giro louco
Kadu vai confirmar que isso é fita de doido

Mó fita, mina, brisa na minha
Brisa na picadilha
Diz pra mim que sou zika, zika
Mó fita, em todo lugar que eu ia
Foi me procurar, me queria
Foi pontual no que eu sabia, ah

Mó fita, mina, brisa na minha
Brisa na picadilha
Diz pra mim que sou zika, ah
Mó fita, em todo lugar que eu ia
Foi me procurar, me queria
Foi pontual no que eu sabia

Ei, Kadu
Mó fita

Mó fita, a bandida que desmerecia, olha lá
Hoje ela quer dar o bote em pião
Lembro que foi difícil pra ela tá
Várias vezes quebrou meu coração
Diversifica as naves, as morenas, as loiras
De qual que eu falar aqui no meu som
Sem se emocionar, taco o pau nas cachorras
Minha mente aqui já tá mó confusão

É que eu só penso em dinheiro, puta e salseiro
Elas tão disputando
Pra ver quem senta primeiro
Só penso em dinheiro, puta e salseiro
Elas tão disputando
Pra ver quem senta primeiro

Mó fita, mina, brisa na minha
Brisa na picadilha
Diz pra mim que sou zika, zika
Mó fita, em todo lugar que eu ia
Foi me procurar, me queria
Foi pontual no que eu sabia, ah

Mó fita, mina, brisa na minha
Brisa na picadilha
Diz pra mim que sou zika, ah
Mó fita, em todo lugar que eu ia
Foi me procurar, me queria
Foi pontual no que eu sabia

(Mó fita, mó fita, mó fita, mó fita)
(DJ Victor)",Funk Hits
Baby Eu Tava na Rua da Água,TR,2023,Funk,"Baby eu tava na Rua da Água
De glock, de radin
Cê me avistou da nada
Chegou com os papin
Achou que eu caio na lábia
Pediu pra sentar e sarra na glocakada

Baby eu tava na Rua da Água
De glock, de radin
Cê me avistou da nada
Chegou com os papin
Achou que eu caio na lábia
Pediu pra sentar e sarra na glocakada

Não sei se é teu jeito
Ou se é teu beijo
Eu puxo cabelo
Te taco sem medo
Me envolvi com as cretina da rua
Agora eu bebo, só tu na madruga
Eu taco memo, eu fodo memo
Ela pede dentro, eu jogo dentro
Eu taco memo, eu fodo memo
Ela pede dentro, eu jogo dentro
Me envolvi com as cretina da rua
Agora eu bebo, só tu na madruga

Baby eu tava na Rua da Água
De glock, de radin
Cê me avistou da nada
Chegou com os papin
Achou que eu caio na lábia
Pediu pra sentar e sarra na glocakada

Baby eu tava na Rua da Água
De glock, de radin
Cê me avistou da nada
Chegou com os papin
Achou que eu caio na lábia
Pediu pra sentar e sarra na glocakada",Funk Hits
Ritmista 1.0,DJ WN,2023,Funk,"DJ WN, pode acreditar

Soprando fumaça pro alto do lado de lá
Nós tá com o plano montado para decolar
Pick-up com o jet no engate, vou pro Guarujá
De lá tem de tudo que nós pode necessitar

Jogadora maliciosa
Tá se preparando, quer entrar em campo
Mas tá ciente que, se der mancada
Tá sujeita a gancho

E se der mole, eu prancho
Então vem jogando, avanço
Pique passista e eu malandro ritmista
Ela rebola e eu vou batucando

Nesse pique até o Sol raiar
Sem diminuir, só parei pra bolar
O plano de amanhã que eu vou executar
No enredo da putaria, eu vou continuar

Nesse pique até o Sol raiar
Sem diminuir, só parei pra bolar
O plano de amanhã que eu vou executar
No enredo da putaria, eu vou continuar

E nesse enredo, eu não vou pra casa cedo
Aponta o dedo pra onde cê queria tá
E se vai ter salseiro de maloqueiro
Com as patrícia joga o cabelo e os menor embaçar

Eu tô curtindo a praia
Tô de jet na orla
Na garupa do jet ski
Bota os peito pra fora

E sabe que nós embaça
Tropa dos pé na porta
Então se solta

Sabe que nós tá no auge, os moleque é foda
Nós para tudo em São Paulo e também no RJ
Que o preto tá com as branquinhas na Praia do Rose
Eu vou dar double caipirinha se for faixa rosa

Minha ex nem vem pá na minha que eu tô solto agora
Então pega e fuma um pod, tirando um laser
Top 1 do Spotify, brigadeiro vai se foder

Não tô crescendo e nem querendo ser
Mas ela prefere beijinho, eu vou fazer o quê?
Ó o Hari (ó o Hari)

Nesse pique até o Sol raiar
Sem diminuir, só parei pra bolar
O plano de amanhã que eu vou executar
No enredo da putaria, eu vou continuar

Nesse pique até o Sol raiar
Sem diminuir, só parei pra bolar
O plano de amanhã que eu vou executar
No enredo da putaria, eu vou continuar

Quem lança as pura pra rua, é nós
Toma mais uma, não tem de quê
O Van Gogh só pico a voz
É a Love e o ap rie

Da ZO pra Leste, transito estressa e acende o b
DJ WN só WO na PM, o DM explode
Depois do show, uma pá cola no love
Carne é fraca, mas a razão sabe o que pode ou não pode
É foda

No enredo da putaria
Que elas tão cheia de malicia
Esquece que tem outro dia
E vai tipo o clima de Dubai

Até quem é samurai
É difícil recusar o que acontece ali não sai
Mais o golpe tá aí, né?
Só quem quiser que cai
Com os de fé eu fico high
Pra inveja é goodbye

Assinar e remover anúncios
E eu boto a verdade na levada com flow bom
Rezando pra Deus pra não cair em tentação
Vou sempre na cautela, limpo o ouro do pescoço
Que elas quer até o osso
Na terceira, eu tô maldoso, vish

Nesse pique até o Sol raiar
Sem diminuir, só parei pra bolar
O plano de amanhã que eu vou executar
No enredo da putaria, eu vou continuar

Nesse pique até o Sol raiar
Sem diminuir, só parei pra bolar
O plano de amanhã que eu vou executar
No enredo da putaria, eu vou continuar

Vou de jet terapia na quebrada toda
Com o verde da Kalifa, som do Harie e boa
Se o Nog tá com nós vai ter música boa
E o Vini e o WN é o time pra responsa

Vou começar falando dela que lá dentro da favela
Queria casar e ter casa com o maloca
E o pai dela na mó neurose, achando que eu era do corre
Sem saber que eu tava vindo só com as monstra

Pagou de louco, falava de dar pipoco
E agora quer ser meu sogro
Cê é louco boqueta, eu corro

Sou do morro, sou cria bigode grosso
É marcha e marcha de novo
É marcha e marcha de novo

Mas fica em paz
Eu sei que nessa vida uns vem, outros vai
Uns tá só pra curtir, nós tá querendo mais
Nós vamos nesse pique de saúde e paz

Mas fique em paz
Hoje vai ter festinha, ela vai voltar tarde
Vai trazer uma amiguinha pra colar com drake
O time é de final da transmissão da Champions

Mas fique em paz
Hoje vai ter festinha, ela vai voltar tarde
Vai trazer uma amiguinha pra colar com drake
O time é de final da transmissão da Champions

Nesse pique até o Sol raiar
Sem diminuir só parei pra bolar
O plano de amanhã que eu vou executar
No enredo da putaria, eu vou continuar

Nesse pique até o Sol raiar
Sem diminuir só parei pra bolar
O plano de amanhã que eu vou executar
No enredo da putaria, eu vou continuar

Se o resumo é praia, nós embica
Só vai colar quem for mesma fita
Na passada leve, ronca mesmo e leva uma
Faz os recalcado querer me evitar

Sobe fumaça com aquele cheiro
Vai observar nós sempre queimando gelo
Vários dias de revuca tropical
Pelo litoral, diversidade de modelos

Que tá por job ou por fetiche
As que tá de longe quer saber se nós existe
Malote no bolso faz o efeito do mel
Como disse o Hariel, ela sabe que o fim é triste

Kadu no modo bigode, WN trouxe o Nog
Vai ter festa do Tutu
E tudo que cê quer, nós proporciona
Se quiser viver, só me aciona

Sobe fumaça com aquele cheiro
Vai observar nós sempre queimando gelo
Vários dias de revuca tropical
Pelo litoral, diversidade de modelos

Vivendo a vida sem limite
Cansado de ex dando chilique
Você não vai mais travar meu chip
Tô desfrutando da vida chique

Trajadão na grife branca (branca)
Só prosperidade
Só quem é vai colar na banca (banca)
Os puro de verdade

O latão duplo malte de Brahma
Sem camisa, bermuda e havaiana
Quer saber de onde vem tanta grana
É só perguntar lá no posto Ipiranga

Então completa o tanque, esvazia o estoque
Dentro do possante, aulas do blowjob
O foco é o golpe, elas só quer o troco
Bonde dos marreta, nós não soca fofo

Fogos sinaliza, foi dada a largada
Bençã mãe, tô partindo pra revoada
Guardanapo vira bolo e a conta abonada
Sem precisar ganhar a mega da virada

Vai ser pé na areia de final de ano
Montado numa lancha de 40 pés
E no couro do preto, corda de ouro branco
E os vagabundo sorridente filma os topless

E o WN vem aí tá de jet ski
Sem filtro parece a Hornet
Moleque habilidoso, faz um volta a fita
Que essa manobra me lembra do Kevin

E foi mais de dez sereia pro covil dos tubarão
Cruzeiro do Neymar, coisa linda
Mandrake de Juju, kunk F1
Velho Barreiro e muita caipirinha

É que o Sol tá caindo, as garota também tá caindo
Do jeito que o D planejou
Se envolve, fica louca com os cara da Leste
Vou jogar MD pra te dar mais calor

E é claro que elas prefere
Quem conta, quem banca, quem ronca
Quem chama ela pra ficar mec
Aqui é 01, marquei ponto na noite
E os moleque louco tá leve

Ó como que os maloqueiro tão, yeah
Deixando que a maldade a vida leva
De jet ski e lupa no verão
Mas até um ano atrás, eu contava moeda

Sobe fumaça pra essa menina
Nunca solteiro tá com mais de quarenta bandida
E o tubarão que eu escutava na antiga
O 01 do Spotify hoje é meu mochilinha

Não parei nem perdi o foco
Não escutei bobeira dos outros
Agora que nós tamo no pódio
Tá querendo colar vários baba-ovo

WN dominando a cena
Emplacamos mais um hit novo
Nós virou os cara do problema
Pra foto com ela com dinheiro em bolo

É hoje que eu vou parar naquele quiosque
Vou beber todas, não quero saber de nada
E aí barman, vê se completa minha dose
Que nós merece um pouco mais nessa virada

Ó os ritmista bagunçando pela orla
Pique marujo tocando os jet na praia
Nós marolando terapia de maloca
Esse é o roteiro da vida de um quebrada

E a roncaria vai ser na baixada
No nosso parque é sem espaço pra comédia
Segue o ditado, então vê se toma cuidado
Que camarão que dorme, a onda leva

Quem é essa sereia jogada na areia branca
Debaixo do coqueiro com a bunda grande na sombra
Vou convidar ela pra dar um role de lancha
E pra provar que vagabundo também proporciona

Salseiro com os maloqueiro
E a praia vai virar favela
Então avisa ao Senhor Siriguejo
Que hoje o Bob Esponja esfrega a esponja nela

Feliz Ano Novo quebrada, vitorioso
E o tempo que me ensinou a olhar no fundo do olho
Perceber maldade no sorriso e ver quem era meu amigo
Agradecendo independente do sufoco

Agora é jet em Igaratá, resgato meu jet ski
Tutu com a lancha no mar, engata pra nós sair
E a gata que quer sentar, eu boto pra machucar
E se eu não tivesse no mar, amanhã cê não me via aqui

Vai se diverte com os tralha que conta uma bala
Cassino ou balada nós que patrocina
Então senta e repara é a tropa da fumaça passando bolado
WN tá com nós porque nós é chefe
Terror dos playboy, tropa do faz acontece

Som de maloqueiro que te entorpece
Com o Hari nós fuma, grava, faz o som e agradece
A Deus e quem tá do meu lado é que tem que me agradecer
Eu proporciono porque eu continuo a vencer

Nesse pique até o Sol raiar
Sem diminuir, só parei pra bolar
O plano de amanhã que eu vou executar
No enredo da putaria, eu vou continuar

Nesse pique até o Sol raiar
Sem diminuir, só parei pra bolar
O plano de amanhã que eu vou executar
No enredo da putaria, eu vou continuar",Funk Hits
